1,clk_drv:0x00 ,q_drv:0x00 ,d_drv:0x00 ,cs0_drv:0x00 ,hd_drv:0x00 ,wp_drv:0x00,0,0,0
635,-1.713 ,1.478 ,11.859 ,0.062 ,-1.045 ,0.098,0,0,0
636,0.057 ,1.754 ,11.659 ,0.031 ,-0.370 ,-0.158,0,0,0
637,0.931 ,1.963 ,11.926 ,0.063 ,-1.072 ,-0.244,0,0,0
638,-1.101 ,1.503 ,10.814 ,0.451 ,-0.742 ,-0.538,0,0,0
639,-0.185 ,1.710 ,11.606 ,-0.070 ,0.176 ,-0.159,0,0,0
640,-0.549 ,1.635 ,11.561 ,0.008 ,0.007 ,-0.134,0,0,0
641,-0.241 ,1.723 ,11.492 ,0.083 ,-0.164 ,0.012,0,0,0
642,0.000 ,1.761 ,11.346 ,0.074 ,-0.151 ,0.012,0,0,0
643,-0.309 ,1.668 ,11.659 ,-0.028 ,0.059 ,-0.005,0,0,0
644,-0.161 ,1.725 ,11.535 ,0.011 ,-0.025 ,0.001,0,0,0
645,-0.179 ,1.712 ,11.617 ,-0.015 ,0.028 ,-0.004,0,0,0
646,-0.176 ,1.722 ,11.501 ,0.018 ,-0.036 ,0.002,0,0,0
647,-0.204 ,1.703 ,11.565 ,-0.010 ,0.018 ,-0.001,0,0,0
648,-0.181 ,1.714 ,11.529 ,0.006 ,-0.017 ,-0.000,0,0,0
649,-0.166 ,1.711 ,11.559 ,-0.000 ,0.000 ,-0.001,0,0,0
650,-0.203 ,1.713 ,11.578 ,0.001 ,-0.006 ,0.001,0,0,0
651,-0.150 ,1.719 ,11.467 ,0.005 ,-0.009 ,-0.001,0,0,0
652,-0.161 ,1.713 ,11.533 ,0.000 ,-0.003 ,-0.001,0,0,0
653,-0.174 ,1.714 ,11.580 ,-0.001 ,-0.002 ,-0.001,0,0,0
654,-0.159 ,1.725 ,11.539 ,-0.000 ,0.000 ,-0.002,0,0,0
655,-0.169 ,1.744 ,11.580 ,0.001 ,-0.002 ,-0.001,0,0,0
656,-0.193 ,1.713 ,11.527 ,-0.001 ,0.000 ,-0.000,0,0,0
657,-0.173 ,1.729 ,11.548 ,0.000 ,-0.000 ,-0.000,0,0,0
658,-0.201 ,1.732 ,11.608 ,0.000 ,-0.003 ,0.000,0,0,0
659,-0.164 ,1.714 ,11.563 ,0.001 ,-0.003 ,-0.000,0,0,0
660,-0.177 ,1.717 ,11.573 ,0.000 ,-0.002 ,-0.001,0,0,0
661,-0.184 ,1.726 ,11.596 ,-0.000 ,-0.001 ,-0.002,0,0,0
662,-0.165 ,1.706 ,11.533 ,0.001 ,-0.001 ,-0.002,0,0,0
663,-0.186 ,1.720 ,11.574 ,0.001 ,-0.001 ,-0.002,0,0,0
664,-0.192 ,1.716 ,11.533 ,0.001 ,-0.002 ,-0.002,0,0,0
665,-0.184 ,1.715 ,11.565 ,0.000 ,-0.002 ,-0.000,0,0,0
666,-0.178 ,1.683 ,11.538 ,0.000 ,-0.000 ,-0.001,0,0,0
667,-0.186 ,1.724 ,11.544 ,0.001 ,-0.002 ,-0.001,0,0,0
668,-0.177 ,1.705 ,11.538 ,0.000 ,-0.002 ,-0.002,0,0,0
669,-0.162 ,1.694 ,11.553 ,0.001 ,-0.003 ,-0.001,0,0,0
670,-0.165 ,1.701 ,11.570 ,-0.000 ,0.001 ,-0.001,0,0,0
671,-0.183 ,1.738 ,11.562 ,-0.001 ,0.002 ,-0.001,0,0,0
672,-0.188 ,1.717 ,11.586 ,0.001 ,-0.004 ,-0.001,0,0,0
673,-0.177 ,1.698 ,11.539 ,-0.001 ,-0.001 ,-0.001,0,0,0
674,-0.188 ,1.726 ,11.550 ,0.001 ,-0.001 ,-0.000,0,0,0
675,-0.162 ,1.720 ,11.570 ,0.001 ,-0.002 ,-0.001,0,0,0
676,-0.177 ,1.726 ,11.501 ,-0.000 ,-0.000 ,-0.001,0,0,0
677,-0.190 ,1.729 ,11.549 ,0.001 ,-0.001 ,0.000,0,0,0
678,-0.177 ,1.725 ,11.578 ,0.000 ,-0.001 ,-0.001,0,0,0
679,-0.171 ,1.711 ,11.548 ,-0.001 ,0.000 ,-0.001,0,0,0
680,-0.176 ,1.733 ,11.560 ,0.001 ,-0.002 ,-0.001,0,0,0
681,-0.146 ,1.693 ,11.524 ,-0.000 ,0.001 ,-0.000,0,0,0
682,-0.156 ,1.707 ,11.559 ,0.001 ,-0.001 ,0.000,0,0,0
683,-0.195 ,1.742 ,11.554 ,0.000 ,-0.000 ,0.000,0,0,0
684,-0.148 ,1.709 ,11.547 ,0.000 ,-0.002 ,-0.001,0,0,0
685,-0.145 ,1.724 ,11.565 ,-0.001 ,0.001 ,-0.001,0,0,0
686,-0.193 ,1.719 ,11.541 ,0.001 ,-0.001 ,-0.001,0,0,0
